"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","YNR Earth Loading report — first page shows columns and meters","technical-analysis","2026-09-15","skipped","2026-09-15","YNR Earth Loading report — first page shows columns and meters","Technical report","technicalanalysis",""
"","1712","cannot open with an invalid login token","dashboard","2026-09-15","passed","2026-09-15","cannot open with an invalid login token","Consumers by connection status — cannot open without a valid login","consumerconnectionstatus",""
"","236","Urgency today versus yesterday — network 0 is rejected","mis-dashboard","2026-09-15","passed","2026-09-15","Urgency today versus yesterday — network 0 is rejected","Urgency today versus yesterday","eventpriorityoverview",""
"","5626","DTR summary cards — yearly view loads","dashboard","2026-09-15","passed","2026-09-15","DTR summary cards — yearly view loads","Dashboard — DTR summary cards","dtrsummary",""
"","1","IND-RPT-NEG-016 — page beyond totalPages returns empty rows (not error)","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-NEG-016 — page beyond totalPages returns empty rows (not error)","Revenue Protection — Cases Negative","cases-negative",""
"","3163","LF < 5% — first and last page have no duplicate meters","commericial-analysis","2026-09-15","passed","2026-09-15","Load Factor — first and last page have no duplicate meters › LF < 5% — first and last page have no duplicate meters","Load Factor report","loadfactor",""
"","2043","Validate DP loss analysis","energy-audits","2026-09-15","failed","2026-09-15","Energy Audit Loss Analysis — Feeder › Validate DP loss analysis","loss-analysis.harness.ts","modules/ENERGY-AUDITS/tests/loss-analysis-feeder",""
"","2840","Substation list — page 2 shows the next set of records","master-data","2026-09-15","passed","2026-09-15","Substation list — page 2 shows the next set of records","Master data — substation list","substation-master",""
"","5134","Day-by-day billing — column headings and field names stay the same","billing","2026-09-15","passed","2026-09-15","Day-by-day billing — column headings and field names stay the same","Billing — column names stay stable","billing.contract",""
"","300","Other events — by meter type, week by week, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, week by week, DTR meters only","Other events","eventdataother",""
"","254","Event summary — by consumer category, hour by hour, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Event summary — by consumer category, hour by hour, DTR meters only","Event summary","eventdata",""
"","997","Events that did not roll over — by consumer category, week by week, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Events that did not roll over — by consumer category, week by week, all meters","Events that did not roll over","eventdatanonrollover",""
"","8348","Consumption Pattern — 100 unit kwh from Last Six months continuous (non-household): billing data is not ready yet","commericial-analysis","2026-09-15","passed","2026-09-15","Consumption Pattern — 100 unit kwh from Last Six months continuous (non-household): billing data is not ready yet","Consumption Pattern report","consumptionpattern",""
"","1617","Meter communication — invalid date is rejected","consumers","2026-09-15","passed","2026-09-15","Meter communication — invalid date is rejected","Meter communication","communicationstatus",""
"","487","Other events — by consumer category, month by month, DTR meters only","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by consumer category, month by month, DTR meters only","Other events","eventdataother",""
"","8","IND-RPT-DB-002 — Sampled rows match DB field-for-field","revenue-protection","2026-09-15","skipped","2026-09-15","IND-RPT-DB-002 — Sampled rows match DB field-for-field","Revenue Protection — Cases DB cross-validation","cases.db",""
"","1143","Maximum Demand — month 13 is rejected (month must be 1 to 12)","commericial-analysis","2026-09-15","passed","2026-09-15","Maximum Demand — month 13 is rejected (month must be 1 to 12)","Commercial Analysis — invalid filters are rejected","commercial-negative",""
"","239","DTR profile — saved list of the fields we expect","dtrs","2026-09-15","passed","2026-09-15","DTR profile — saved list of the fields we expect","DTR saved field list","dtrs.contract",""
"","895","Day-by-day billing — asking for zero rows per page is rejected","billing","2026-09-15","passed","2026-09-15","Day-by-day billing — asking for zero rows per page is rejected","Day-by-day billing list","daywisebilling",""
"","896","DTR data — missing fromDate is rejected","reports","2026-09-15","passed","2026-09-15","DTR data — missing fromDate is rejected","DTR data report","dtrdata",""
"","1294","Min-max voltage — Oct 2025 min Y first page shows columns and meters","reports","2026-09-15","passed","2026-09-15","Min-max voltage — Oct 2025 min Y first page shows columns and meters","Min-max voltage report","minmaxvoltage",""
"","577","Other events — by meter type, month by month, all meters","mis-dashboard","2026-09-15","passed","2026-09-15","Other events — by meter type, month by month, all meters","Other events","eventdataother",""
"","880","Connect and disconnect by month — cannot open with an empty login token","overall-dashboard","2026-09-15","passed","2026-09-15","Connect and disconnect by month — cannot open with an empty login token","Home dashboard screens — cannot open without a valid login","overall-dashboard-auth",""
"","29","Saved example — severe empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — severe empty page","Dashboard — DTR voltage unbalance list","dtrvoltageunbalancedetails",""
"","42","Event detail — empty page fixture","reports","2026-09-15","passed","2026-09-15","Event detail — empty page fixture","Event detail report","eventdetail",""
"","1153","Transformer load — first page shows load as a percent of the transformer size","dtr-load","2026-09-15","passed","2026-09-15","Transformer load — first page shows load as a percent of the transformer size","Transformer load reports","dtrload",""
"","241203","Validate POST /indore/meter-replacement/bulk/validate — latitude must be a valid coordinate","meter-replacement","2026-09-15","broken","2026-09-15","Validate POST /indore/meter-replacement/bulk/validate — latitude must be a valid coordinate","Bulk Validate Meter Replacement API","bulk-validation",""
"","1","DELETE /auth/devices/:id — revoke non-current device and verify catalog","auth","2026-09-15","skipped","2026-09-15","DELETE /auth/devices/:id — revoke non-current device and verify catalog","Auth Devices API","auth-devices",""
"","21","Saved example — normally loaded DTRs empty page","dashboard","2026-09-15","passed","2026-09-15","Saved example — normally loaded DTRs empty page","Dashboard — DTR loading list","dtrpercentageloadingdetails",""
"","235","DTR talking to the system — the field list still matches what we saved","overall-dashboard","2026-09-15","passed","2026-09-15","DTR talking to the system — the field list still matches what we saved","Home dashboard — saved field lists","overall-dashboard.contract",""
"","1101","Validate sent invitations list — status=accepted","auth","2026-09-15","passed","2026-09-15","Validate sent invitations list — status=accepted","Auth Sent Invitations List API","invite-list",""
"","928","Communication DTRs — invalid date is rejected","reports","2026-09-15","passed","2026-09-15","Communication DTRs — invalid date is rejected","Communication DTRs report","communicationdtrs",""
"","932","Power quality — opens using the meter","consumers","2026-09-15","passed","2026-09-15","Power quality — opens using the meter","Power quality","powerquality",""
"","329","DTR communication — column and field names stay the same","reports","2026-09-15","passed","2026-09-15","DTR communication — column and field names stay the same","Reports — contract snapshots","reports.contract",""
"","241204","Validate POST /indore/meter-replacement/bulk/validate — old meter serial must resolve to a consumer","meter-replacement","2026-09-15","broken","2026-09-15","Validate POST /indore/meter-replacement/bulk/validate — old meter serial must resolve to a consumer","Bulk Validate Meter Replacement API","bulk-validation",""
"","238","POST /auth/refresh — succeeds without CSRF header when refresh cookie is present","auth","2026-09-15","failed","2026-09-15","POST /auth/refresh — succeeds without CSRF header when refresh cookie is present","Auth Session — Negative","auth-session-negative",""
"","1618","IND-REV-ABE-IVRS-001 — PATCH aberration entry by IVRS returns echoed ivrsNo","revenue-protection","2026-09-15","failed","2026-09-15","IND-REV-ABE-IVRS-001 — PATCH aberration entry by IVRS returns echoed ivrsNo","Revenue Protection — Aberration Entry By IVRS (PATCH)","aberration-entry-by-ivrs",""
